Vocabulary,P(not Spam),P(Spam)
plexe,0.0003219575016097875,0.00014442518775274407
portal,0.0004829362524146813,0.00014442518775274407
inventor,0.0003219575016097875,0.00014442518775274407
request,0.0020927237604636186,0.0007221259387637204
pmf,0.000643915003219575,0.00014442518775274407
language,0.0004829362524146813,0.00014442518775274407
as,0.0009658725048293626,0.0010109763142692085
foreign,0.0003219575016097875,0.00014442518775274407
holiday,0.0004829362524146813,0.00028885037550548814
improve,0.0004829362524146813,0.00014442518775274407
top,0.000643915003219575,0.0012998266897746968
mock,0.000643915003219575,0.00014442518775274407
christie,0.000643915003219575,0.00014442518775274407
arts,0.000643915003219575,0.00014442518775274407
04,0.000643915003219575,0.00014442518775274407
electronic,0.0008048937540244687,0.00014442518775274407
seth,0.000643915003219575,0.00014442518775274407
cs,0.000643915003219575,0.00014442518775274407
change,0.0004829362524146813,0.00014442518775274407
letter,0.0009658725048293626,0.0007221259387637204
big,0.000643915003219575,0.001877527440785673
»,0.0003219575016097875,0.0011554015020219526
weird,0.0003219575016097875,0.00014442518775274407
earlyï,0.0003219575016097875,0.00014442518775274407
15,0.0003219575016097875,0.0014442518775274408
¿0,0.0003219575016097875,0.00014442518775274407
unusual,0.0003219575016097875,0.0007221259387637204
scholarships,0.0003219575016097875,0.0004332755632582322
close,0.0008048937540244687,0.00014442518775274407
douthit,0.000643915003219575,0.00014442518775274407
verification,0.0004829362524146813,0.00028885037550548814
twitch,0.0003219575016097875,0.00014442518775274407
login,0.0008048937540244687,0.00014442518775274407
871770,0.0003219575016097875,0.00014442518775274407
military,0.0003219575016097875,0.00014442518775274407
ball,0.0003219575016097875,0.0004332755632582322
mural,0.0003219575016097875,0.00014442518775274407
confirm,0.000643915003219575,0.0008665511265164644
future,0.0004829362524146813,0.0005777007510109763
hair,0.0003219575016097875,0.00014442518775274407
thicker,0.0003219575016097875,0.00014442518775274407
fuller,0.0003219575016097875,0.00014442518775274407
db,0.0003219575016097875,0.00014442518775274407
dci,0.0003219575016097875,0.00014442518775274407
wizards,0.0003219575016097875,0.00014442518775274407
bioengineering,0.0004829362524146813,0.00014442518775274407
position,0.0009658725048293626,0.0005777007510109763
grads,0.0003219575016097875,0.00014442518775274407
southpark,0.0003219575016097875,0.00014442518775274407
ink,0.0003219575016097875,0.00028885037550548814
pay,0.0003219575016097875,0.0012998266897746968
full,0.0004829362524146813,0.00028885037550548814
prinker,0.0003219575016097875,0.00014442518775274407
price,0.0003219575016097875,0.0007221259387637204
purchase,0.0008048937540244687,0.0004332755632582322
lowe,0.0003219575016097875,0.00014442518775274407
related,0.0004829362524146813,0.00014442518775274407
query,0.0003219575016097875,0.00014442518775274407
hosting,0.0003219575016097875,0.00028885037550548814
extent,0.0004829362524146813,0.0004332755632582322
responding,0.0004829362524146813,0.0004332755632582322
unknown,0.0004829362524146813,0.0004332755632582322
parts,0.0004829362524146813,0.0004332755632582322
waiver,0.0004829362524146813,0.00014442518775274407
2120,0.0003219575016097875,0.00014442518775274407
getting,0.0004829362524146813,0.00028885037550548814
sae,0.0003219575016097875,0.00014442518775274407
baja,0.0003219575016097875,0.00014442518775274407
processing,0.0004829362524146813,0.00014442518775274407
transfer,0.000643915003219575,0.00014442518775274407
analysis,0.000643915003219575,0.0008665511265164644
math,0.0003219575016097875,0.00014442518775274407
branchcorr,0.0003219575016097875,0.00014442518775274407
poster,0.0003219575016097875,0.00028885037550548814
clinic,0.0003219575016097875,0.00014442518775274407
hunting,0.0003219575016097875,0.00028885037550548814
beginners,0.0003219575016097875,0.00014442518775274407
adult,0.0003219575016097875,0.00028885037550548814
scdnrclemson,0.0003219575016097875,0.00014442518775274407
kindle,0.0003219575016097875,0.00014442518775274407
exclusive,0.0004829362524146813,0.0007221259387637204
unlimited,0.0004829362524146813,0.0005777007510109763
months,0.0003219575016097875,0.0004332755632582322
prime,0.0003219575016097875,0.00014442518775274407
chapter,0.0011268512556342563,0.00014442518775274407
acm,0.0008048937540244687,0.00014442518775274407
benefits,0.0003219575016097875,0.0004332755632582322
closing,0.0003219575016097875,0.00028885037550548814
housing,0.0004829362524146813,0.0004332755632582322
remindersa,0.0003219575016097875,0.00014442518775274407
2310,0.0003219575016097875,0.00014442518775274407
gradescope,0.0003219575016097875,0.00014442518775274407
view,0.0003219575016097875,0.00028885037550548814
ebay,0.0003219575016097875,0.00014442518775274407
invoice,0.0004829362524146813,0.00014442518775274407
suggestions,0.0003219575016097875,0.00014442518775274407
1215pm,0.0003219575016097875,0.00014442518775274407
faculty,0.0003219575016097875,0.00014442518775274407
925,0.0003219575016097875,0.00014442518775274407
grades,0.000643915003219575,0.00014442518775274407
sections,0.0003219575016097875,0.00014442518775274407
graded,0.0011268512556342563,0.00028885037550548814
s2001,0.0003219575016097875,0.00014442518775274407
usable,0.0003219575016097875,0.00014442518775274407
privacy,0.0004829362524146813,0.0005777007510109763
fellowship,0.0003219575016097875,0.00028885037550548814
ibm,0.0003219575016097875,0.00028885037550548814
presentation,0.0003219575016097875,0.00014442518775274407
tools,0.000643915003219575,0.0004332755632582322
exploratory,0.0003219575016097875,0.00014442518775274407
ey,0.0003219575016097875,0.00014442518775274407
cream,0.0003219575016097875,0.00014442518775274407
cinnamon,0.0003219575016097875,0.00014442518775274407
edition,0.0004829362524146813,0.00028885037550548814
ice,0.0003219575016097875,0.00014442518775274407
alta,0.0003219575016097875,0.00014442518775274407
battery,0.0003219575016097875,0.00014442518775274407
hr,0.0003219575016097875,0.0005777007510109763
low,0.000643915003219575,0.0005777007510109763
aid,0.000643915003219575,0.00028885037550548814
different,0.0003219575016097875,0.00028885037550548814
attending,0.0003219575016097875,0.00014442518775274407
webex,0.0003219575016097875,0.00014442518775274407
hiking,0.0003219575016097875,0.00014442518775274407
beginning,0.0003219575016097875,0.00014442518775274407
country,0.0003219575016097875,0.00014442518775274407
represent,0.0003219575016097875,0.00014442518775274407
parade,0.0003219575016097875,0.00014442518775274407
gather,0.0003219575016097875,0.00014442518775274407
goodbye,0.0003219575016097875,0.0004332755632582322
say,0.0004829362524146813,0.00028885037550548814
emmys,0.0003219575016097875,0.00014442518775274407
thrones,0.0003219575016097875,0.00014442518775274407
stars,0.0004829362524146813,0.00014442518775274407
game,0.0014488087572440437,0.0005777007510109763
congratulations,0.0004829362524146813,0.001877527440785673
customer,0.0004829362524146813,0.00028885037550548814
costco,0.0003219575016097875,0.0005777007510109763
37,0.0003219575016097875,0.00014442518775274407
continuity,0.0003219575016097875,0.00014442518775274407
insurance,0.0008048937540244687,0.001877527440785673
plan,0.0004829362524146813,0.0011554015020219526
activation,0.0004829362524146813,0.00014442518775274407
87863,0.0011268512556342563,0.00014442518775274407
s1908cpsc6300,0.0011268512556342563,0.00014442518775274407
slides,0.0004829362524146813,0.00014442518775274407
applied,0.00128783000643915,0.00014442518775274407
naivebayes,0.0003219575016097875,0.00014442518775274407
uploaded,0.0004829362524146813,0.0005777007510109763
shows,0.0004829362524146813,0.00028885037550548814
jaymes,0.0003219575016097875,0.00014442518775274407
yoke,0.0003219575016097875,0.00014442518775274407
lore,0.0003219575016097875,0.00014442518775274407
near,0.0003219575016097875,0.00014442518775274407
young,0.0003219575016097875,0.00014442518775274407
os,0.0003219575016097875,0.00014442518775274407
merit,0.0003219575016097875,0.00014442518775274407
scholarshipdeadline,0.0003219575016097875,0.00014442518775274407
planet,0.0003219575016097875,0.00028885037550548814
united,0.0004829362524146813,0.00028885037550548814
dr,0.0008048937540244687,0.00028885037550548814
4pm,0.0004829362524146813,0.00014442518775274407
wed,0.0009658725048293626,0.00014442518775274407
jenna,0.0004829362524146813,0.00014442518775274407
carpenter,0.0004829362524146813,0.00014442518775274407
rent,0.0004829362524146813,0.0005777007510109763
preiss,0.0004829362524146813,0.00014442518775274407
meet,0.0009658725048293626,0.0012998266897746968
moved,0.0003219575016097875,0.00014442518775274407
226,0.0003219575016097875,0.00014442518775274407
greet,0.0004829362524146813,0.00014442518775274407
graduates,0.0004829362524146813,0.00014442518775274407
august,0.0004829362524146813,0.00014442518775274407
honor,0.0004829362524146813,0.0007221259387637204
stoles,0.0003219575016097875,0.00014442518775274407
buy,0.0003219575016097875,0.0012998266897746968
5,0.00128783000643915,0.0014442518775274408
due,0.0011268512556342563,0.0005777007510109763
attached,0.0004829362524146813,0.00014442518775274407
squad,0.0004829362524146813,0.00014442518775274407
team,0.000643915003219575,0.0005777007510109763
cover,0.000643915003219575,0.00028885037550548814
announcement,0.0003219575016097875,0.0004332755632582322
complete,0.000643915003219575,0.00014442518775274407
advisory,0.0003219575016097875,0.00014442518775274407
process,0.000643915003219575,0.00014442518775274407
modeler,0.0003219575016097875,0.00014442518775274407
charlotte,0.0003219575016097875,0.00014442518775274407
nc,0.0003219575016097875,0.00014442518775274407
posts,0.0003219575016097875,0.00014442518775274407
clemsonbathrooms,0.0003219575016097875,0.00014442518775274407
joerogan,0.0003219575016097875,0.00014442518775274407
mtsimprov,0.0003219575016097875,0.00014442518775274407
live,0.0004829362524146813,0.001877527440785673
xbox,0.0003219575016097875,0.00014442518775274407
gold,0.0003219575016097875,0.00014442518775274407
appeared,0.0003219575016097875,0.0004332755632582322
searches,0.0003219575016097875,0.0004332755632582322
soon,0.0009658725048293626,0.0010109763142692085
yahoo,0.0003219575016097875,0.00014442518775274407
breach,0.0004829362524146813,0.00028885037550548814
settlement,0.0003219575016097875,0.00014442518775274407
calhoun,0.0003219575016097875,0.00014442518775274407
links,0.0003219575016097875,0.00014442518775274407
recipes,0.0003219575016097875,0.00014442518775274407
opportunities,0.0009658725048293626,0.0004332755632582322
cecas,0.000643915003219575,0.00028885037550548814
datahack,0.0003219575016097875,0.00014442518775274407
should,0.0003219575016097875,0.0005777007510109763
summit,0.0003219575016097875,0.00014442518775274407
reasons,0.0003219575016097875,0.00028885037550548814
phone,0.0004829362524146813,0.0004332755632582322
workers,0.0004829362524146813,0.00014442518775274407
w2,0.0004829362524146813,0.00014442518775274407
payroll,0.0008048937540244687,0.00014442518775274407
interested,0.0004829362524146813,0.00028885037550548814
postman,0.0004829362524146813,0.00014442518775274407
cloud,0.0003219575016097875,0.00028885037550548814
pathway,0.0003219575016097875,0.00014442518775274407
skills,0.0004829362524146813,0.00014442518775274407
small,0.0003219575016097875,0.00028885037550548814
network,0.0009658725048293626,0.00028885037550548814
submittal,0.0003219575016097875,0.00014442518775274407
kelly,0.0003219575016097875,0.00014442518775274407
functions,0.0003219575016097875,0.00028885037550548814
before,0.0004829362524146813,0.0004332755632582322
forms,0.0003219575016097875,0.00014442518775274407
sus,0.0003219575016097875,0.00014442518775274407
docs,0.0003219575016097875,0.00014442518775274407
31,0.0003219575016097875,0.00014442518775274407
commissioning,0.0003219575016097875,0.00014442518775274407
action,0.0009658725048293626,0.0007221259387637204
psv,0.0003219575016097875,0.00014442518775274407
r,0.000643915003219575,0.0005777007510109763
classes,0.0009658725048293626,0.00028885037550548814
closed,0.0009658725048293626,0.00014442518775274407
transaction,0.0004829362524146813,0.00014442518775274407
history,0.0003219575016097875,0.00014442518775274407
john,0.0008048937540244687,0.0004332755632582322
acceptance,0.0004829362524146813,0.0007221259387637204
society,0.0004829362524146813,0.0010109763142692085
xia,0.0003219575016097875,0.00014442518775274407
hurricane,0.0003219575016097875,0.00014442518775274407
dorian,0.0004829362524146813,0.00014442518775274407
rumbling,0.0003219575016097875,0.00014442518775274407
bald,0.0003219575016097875,0.00014442518775274407
photos,0.0004829362524146813,0.0004332755632582322
access,0.000643915003219575,0.00028885037550548814
grocery,0.0003219575016097875,0.00028885037550548814
ð,0.0003219575016097875,0.00014442518775274407
emails,0.0004829362524146813,0.0008665511265164644
2017,0.0003219575016097875,0.00014442518775274407
â,0.0003219575016097875,0.0004332755632582322
epic,0.0003219575016097875,0.00014442518775274407
â,0.0003219575016097875,0.00014442518775274407
faeria,0.0003219575016097875,0.00014442518775274407
ticket,0.0004829362524146813,0.00028885037550548814
football,0.000643915003219575,0.0004332755632582322
graduation,0.0003219575016097875,0.00014442518775274407
checklist,0.0003219575016097875,0.00028885037550548814
sent,0.0009658725048293626,0.00014442518775274407
ii,0.0004829362524146813,0.00014442518775274407
liu,0.0003219575016097875,0.00014442518775274407
shitao,0.0003219575016097875,0.00014442518775274407
canvas,0.0014488087572440437,0.00014442518775274407
message,0.00128783000643915,0.0010109763142692085
s2001math4910,0.0003219575016097875,0.00014442518775274407
15406,0.0003219575016097875,0.00014442518775274407
1719,0.0003219575016097875,0.00014442518775274407
natatorium,0.0003219575016097875,0.00014442518775274407
court,0.0003219575016097875,0.00014442518775274407
racquetball,0.0003219575016097875,0.00014442518775274407
conference,0.000643915003219575,0.0007221259387637204
greek,0.0003219575016097875,0.00014442518775274407
prices,0.0003219575016097875,0.0008665511265164644
affordable,0.0003219575016097875,0.0004332755632582322
summary,0.0004829362524146813,0.00014442518775274407
analytics,0.0003219575016097875,0.00014442518775274407
discussions,0.0003219575016097875,0.00014442518775274407
dissertation,0.000643915003219575,0.00014442518775274407
bdsi,0.0004829362524146813,0.00014442518775274407
proposal,0.000643915003219575,0.00014442518775274407
husain,0.0004829362524146813,0.00014442518775274407
benafsh,0.0004829362524146813,0.00014442518775274407
email,0.00128783000643915,0.0012998266897746968
address,0.0004829362524146813,0.00014442518775274407
passes,0.0004829362524146813,0.00028885037550548814
features,0.0003219575016097875,0.00028885037550548814
options,0.000643915003219575,0.0008665511265164644
odds,0.0003219575016097875,0.00014442518775274407
admission,0.0004829362524146813,0.00028885037550548814
insight,0.0003219575016097875,0.00014442518775274407
programs,0.0004829362524146813,0.00014442518775274407
africanamerican,0.0003219575016097875,0.00014442518775274407
chicago,0.0003219575016097875,0.00028885037550548814
families,0.0003219575016097875,0.00014442518775274407
leaving,0.0003219575016097875,0.00014442518775274407
racerelated,0.0003219575016097875,0.00014442518775274407
fy2021,0.0003219575016097875,0.00014442518775274407
funding,0.0009658725048293626,0.00014442518775274407
reschedule,0.0003219575016097875,0.00014442518775274407
availability,0.0003219575016097875,0.00028885037550548814
ais,0.0003219575016097875,0.00014442518775274407
treat,0.0003219575016097875,0.0004332755632582322
business,0.000643915003219575,0.0004332755632582322
hobby,0.0003219575016097875,0.0004332755632582322
upgrade,0.0004829362524146813,0.00028885037550548814
started,0.0003219575016097875,0.0004332755632582322
use,0.000643915003219575,0.0014442518775274408
usaa,0.0003219575016097875,0.00014442518775274407
ugahacks,0.0003219575016097875,0.00014442518775274407
etrade,0.0003219575016097875,0.00014442518775274407
morgan,0.0003219575016097875,0.00028885037550548814
debate,0.0003219575016097875,0.00014442518775274407
buys,0.0003219575016097875,0.00014442518775274407
democrats,0.0003219575016097875,0.00028885037550548814
stanley,0.0003219575016097875,0.00014442518775274407
victoriaâs,0.0003219575016097875,0.00014442518775274407
â¢,0.0004829362524146813,0.00014442518775274407
private,0.0003219575016097875,0.00014442518775274407
goes,0.0003219575016097875,0.00028885037550548814
cases,0.0003219575016097875,0.0004332755632582322
drop,0.0003219575016097875,0.00028885037550548814
recap,0.0003219575016097875,0.00014442518775274407
germany,0.0004829362524146813,0.00014442518775274407
kills,0.0004829362524146813,0.00014442518775274407
gunman,0.0003219575016097875,0.00014442518775274407
secret,0.0003219575016097875,0.0004332755632582322
59,0.0003219575016097875,0.00014442518775274407
ancestrydna,0.0003219575016097875,0.00014442518775274407
discord,0.0004829362524146813,0.00014442518775274407
location,0.0003219575016097875,0.00014442518775274407
masters,0.0003219575016097875,0.00014442518775274407
webinar,0.0004829362524146813,0.0005777007510109763
admissions,0.0003219575016097875,0.00028885037550548814
cliftonstrengths,0.0003219575016097875,0.00014442518775274407
il,0.0003219575016097875,0.00014442518775274407
datachicago,0.0003219575016097875,0.00014442518775274407
developer,0.0004829362524146813,0.0004332755632582322
employment,0.0004829362524146813,0.0007221259387637204
textron,0.0003219575016097875,0.00014442518775274407
lunch,0.0004829362524146813,0.00014442518775274407
pizza,0.0003219575016097875,0.0005777007510109763
abroad,0.0004829362524146813,0.00014442518775274407
lease,0.0003219575016097875,0.00014442518775274407
signed,0.0003219575016097875,0.00014442518775274407
3r,0.0003219575016097875,0.00014442518775274407
118b,0.0003219575016097875,0.00014442518775274407
parties,0.0003219575016097875,0.00014442518775274407
village,0.0003219575016097875,0.00014442518775274407
other,0.0009658725048293626,0.00028885037550548814
matters,0.000643915003219575,0.00014442518775274407
duoversary,0.0003219575016097875,0.00014442518775274407
successfully,0.0004829362524146813,0.00014442518775274407
recovered,0.0003219575016097875,0.00014442518775274407
latin,0.0003219575016097875,0.00014442518775274407
shoes,0.0003219575016097875,0.0010109763142692085
latest,0.0004829362524146813,0.00028885037550548814
34,0.0004829362524146813,0.00028885037550548814
mockplus,0.0004829362524146813,0.00028885037550548814
samples,0.0003219575016097875,0.00014442518775274407
segmentation,0.0003219575016097875,0.00014442518775274407
try,0.0003219575016097875,0.0014442518775274408
but,0.000643915003219575,0.0005777007510109763
sure,0.0004829362524146813,0.00014442518775274407
mba,0.0004829362524146813,0.00028885037550548814
pdfs,0.0003219575016097875,0.00014442518775274407
mazda,0.0003219575016097875,0.00014442518775274407
app,0.0004829362524146813,0.0007221259387637204
download,0.0004829362524146813,0.0004332755632582322
library,0.0003219575016097875,0.00014442518775274407
happenings,0.0003219575016097875,0.00014442518775274407
greenville,0.000643915003219575,0.00014442518775274407
consumer,0.0004829362524146813,0.00014442518775274407
paid,0.000643915003219575,0.00014442518775274407
statistics,0.0003219575016097875,0.00014442518775274407
valentina,0.0003219575016097875,0.00014442518775274407
descriptive,0.0003219575016097875,0.00014442518775274407
alto,0.0003219575016097875,0.00014442518775274407
dataseries,0.0003219575016097875,0.00014442518775274407
servicer,0.0003219575016097875,0.00014442518775274407
federal,0.0003219575016097875,0.0004332755632582322
invite,0.0003219575016097875,0.00028885037550548814
helloworld,0.0003219575016097875,0.00014442518775274407
mentor,0.0003219575016097875,0.00014442518775274407
status,0.0004829362524146813,0.0004332755632582322
brickandtile,0.0003219575016097875,0.00014442518775274407
wikibrick,0.0003219575016097875,0.00014442518775274407
pro,0.0003219575016097875,0.00028885037550548814
yolk,0.0003219575016097875,0.00014442518775274407
asian,0.0003219575016097875,0.00028885037550548814
kitchen,0.0003219575016097875,0.00014442518775274407
troy,0.0003219575016097875,0.00014442518775274407
carowinds,0.0003219575016097875,0.00014442518775274407
authorized,0.0003219575016097875,0.00014442518775274407
s2001math8540,0.0003219575016097875,0.00014442518775274407
theory,0.0003219575016097875,0.00014442518775274407
beth,0.0003219575016097875,0.00014442518775274407
20416,0.0003219575016097875,0.00014442518775274407
graphs,0.0003219575016097875,0.00014442518775274407
novick,0.0003219575016097875,0.00014442518775274407
issue,0.000643915003219575,0.0007221259387637204
tricare,0.0003219575016097875,0.00014442518775274407
cookies,0.000643915003219575,0.00014442518775274407
lounge,0.0004829362524146813,0.00014442518775274407
only,0.000643915003219575,0.0028885037550548816
zero,0.0003219575016097875,0.0004332755632582322
â¨,0.0003219575016097875,0.00014442518775274407
roundup,0.0003219575016097875,0.00028885037550548814
agreement,0.0003219575016097875,0.00014442518775274407
support,0.0003219575016097875,0.00028885037550548814
pending,0.0003219575016097875,0.00028885037550548814
nationwide,0.0004829362524146813,0.00014442518775274407
bill,0.000643915003219575,0.00028885037550548814
collective,0.0003219575016097875,0.00014442518775274407
guidance,0.0003219575016097875,0.00014442518775274407
read,0.0003219575016097875,0.0005777007510109763
pl,0.0003219575016097875,0.00014442518775274407
my,0.0008048937540244687,0.0005777007510109763
begin,0.0003219575016097875,0.00014442518775274407
checkin,0.0004829362524146813,0.00014442518775274407
quizlet,0.0003219575016097875,0.00014442518775274407
46806680,0.0003219575016097875,0.00014442518775274407
agreements,0.0003219575016097875,0.00014442518775274407
changes,0.000643915003219575,0.00028885037550548814
paypal,0.0003219575016097875,0.0005777007510109763
legal,0.0003219575016097875,0.00014442518775274407
regarding,0.0003219575016097875,0.00014442518775274407
advice,0.0004829362524146813,0.00014442518775274407
hci,0.0003219575016097875,0.00014442518775274407
internationals,0.0003219575016097875,0.00014442518775274407
tata,0.0004829362524146813,0.00014442518775274407
consultancy,0.0003219575016097875,0.00014442518775274407
plans,0.0003219575016097875,0.0004332755632582322
understand,0.0003219575016097875,0.00014442518775274407
connecting,0.0003219575016097875,0.00014442518775274407
22420,0.0003219575016097875,0.00014442518775274407
exec,0.0003219575016097875,0.00014442518775274407
elections,0.0003219575016097875,0.00014442518775274407
minutes,0.0003219575016097875,0.0008665511265164644
two,0.0004829362524146813,0.0004332755632582322
excursion,0.0003219575016097875,0.00014442518775274407
ideas,0.0003219575016097875,0.0004332755632582322
monthly,0.0004829362524146813,0.00014442518775274407
board,0.0004829362524146813,0.0004332755632582322
evaluations,0.0003219575016097875,0.00014442518775274407
recent,0.0009658725048293626,0.00028885037550548814
posted,0.0004829362524146813,0.00028885037550548814
decision,0.0004829362524146813,0.00014442518775274407
package,0.0004829362524146813,0.0004332755632582322
vehicles,0.0003219575016097875,0.00014442518775274407
swapping,0.0003219575016097875,0.00014442518775274407
terms,0.0009658725048293626,0.00014442518775274407
service,0.0008048937540244687,0.0004332755632582322
youtubeâs,0.0003219575016097875,0.00014442518775274407
packs,0.0003219575016097875,0.00014442518775274407
create,0.0004829362524146813,0.00028885037550548814
poly,0.0003219575016097875,0.00014442518775274407
style,0.0003219575016097875,0.00014442518775274407
bundle,0.0003219575016097875,0.00028885037550548814
polygonal,0.0003219575016097875,0.00014442518775274407
undergraduates,0.0003219575016097875,0.00014442518775274407
openings,0.0003219575016097875,0.00014442518775274407
video,0.0003219575016097875,0.0007221259387637204
essential,0.0003219575016097875,0.00014442518775274407
digital,0.0003219575016097875,0.00014442518775274407
effective,0.0004829362524146813,0.00028885037550548814
fluency,0.0003219575016097875,0.00014442518775274407
dbpaper,0.0003219575016097875,0.00014442518775274407
mongojoin,0.0003219575016097875,0.00014442518775274407
kickoff,0.0003219575016097875,0.00014442518775274407
addresses,0.0003219575016097875,0.00014442518775274407
overturns,0.0003219575016097875,0.00014442518775274407
judge,0.0003219575016097875,0.0004332755632582322
sanctuarycity,0.0003219575016097875,0.00014442518775274407
shooter,0.0003219575016097875,0.00014442518775274407
trump,0.0003219575016097875,0.0004332755632582322
lynching,0.0003219575016097875,0.00014442518775274407
milwaukee,0.0003219575016097875,0.00014442518775274407
perform,0.0003219575016097875,0.00014442518775274407
second,0.0004829362524146813,0.00028885037550548814
piano,0.0003219575016097875,0.00014442518775274407
jam,0.0003219575016097875,0.00028885037550548814
25th,0.0003219575016097875,0.00028885037550548814
acne,0.0003219575016097875,0.00014442518775274407
island,0.0003219575016097875,0.00014442518775274407
heron,0.0003219575016097875,0.00014442518775274407
preston,0.0003219575016097875,0.00014442518775274407
shop,0.0003219575016097875,0.0004332755632582322
arrivals,0.0003219575016097875,0.00028885037550548814
studios,0.0003219575016097875,0.00014442518775274407
stone,0.0003219575016097875,0.00014442518775274407
accepted,0.0003219575016097875,0.00028885037550548814
test,0.0003219575016097875,0.0004332755632582322
est,0.0003219575016097875,0.00028885037550548814
10am,0.0003219575016097875,0.00014442518775274407
ensemble,0.0003219575016097875,0.00014442518775274407
9am,0.0003219575016097875,0.00014442518775274407
tentatively,0.0003219575016097875,0.00014442518775274407
27,0.0004829362524146813,0.00028885037550548814
mail,0.0003219575016097875,0.00028885037550548814
paperwork,0.0004829362524146813,0.00014442518775274407
incomplete,0.0004829362524146813,0.00014442518775274407
upstate,0.0004829362524146813,0.00014442518775274407
remain,0.000643915003219575,0.00014442518775274407
campuses,0.0004829362524146813,0.00014442518775274407
charlestonarea,0.0004829362524146813,0.00014442518775274407
830,0.0003219575016097875,0.00014442518775274407
showing,0.0003219575016097875,0.00014442518775274407
outdoor,0.0003219575016097875,0.00014442518775274407
aladdin,0.0003219575016097875,0.00014442518775274407
amphitheater,0.0003219575016097875,0.00014442518775274407
algorithms,0.0003219575016097875,0.00014442518775274407
design,0.000643915003219575,0.00028885037550548814
20252,0.0003219575016097875,0.00014442518775274407
grade,0.0003219575016097875,0.00014442518775274407
s2001cpsc3120,0.0003219575016097875,0.00014442518775274407
immediate,0.0003219575016097875,0.0007221259387637204
carolinas,0.0003219575016097875,0.00014442518775274407
beast,0.0003219575016097875,0.00014442518775274407
november,0.0004829362524146813,0.00014442518775274407
23rd,0.0003219575016097875,0.00028885037550548814
chickfila,0.0003219575016097875,0.00014442518775274407
delivery,0.000643915003219575,0.0010109763142692085
perk,0.0003219575016097875,0.00014442518775274407
points,0.0004829362524146813,0.0005777007510109763
members,0.0004829362524146813,0.00014442518775274407
sabbir,0.0004829362524146813,0.0004332755632582322
double,0.0003219575016097875,0.00028885037550548814
pants,0.0003219575016097875,0.00028885037550548814
backlogged,0.0003219575016097875,0.00014442518775274407
cuban,0.0003219575016097875,0.00014442518775274407
fault,0.0003219575016097875,0.00014442518775274407
attention,0.000643915003219575,0.0005777007510109763
dean,0.0003219575016097875,0.00014442518775274407
associate,0.0003219575016097875,0.00028885037550548814
provost,0.0003219575016097875,0.00014442518775274407
fibers,0.0003219575016097875,0.00014442518775274407
threads,0.0003219575016097875,0.00014442518775274407
benchmarking,0.0003219575016097875,0.00014442518775274407
processes,0.0003219575016097875,0.00014442518775274407
edit,0.000643915003219575,0.00014442518775274407
inclement,0.0009658725048293626,0.00014442518775274407
immediately,0.0003219575016097875,0.00028885037550548814
submission,0.0004829362524146813,0.0005777007510109763
irb,0.0003219575016097875,0.00014442518775274407
sec,0.0003219575016097875,0.00014442518775274407
files,0.0003219575016097875,0.00014442518775274407
policy,0.0004829362524146813,0.00028885037550548814
nat,0.0003219575016097875,0.00014442518775274407
11845,0.0003219575016097875,0.00014442518775274407
s2001as4100,0.0003219575016097875,0.00014442518775274407
education,0.0003219575016097875,0.0005777007510109763
listed,0.0003219575016097875,0.00014442518775274407
provider,0.0003219575016097875,0.00014442518775274407
manager,0.0003219575016097875,0.00014442518775274407
samira,0.0003219575016097875,0.00014442518775274407
380,0.0003219575016097875,0.00014442518775274407
afreen,0.0003219575016097875,0.00014442518775274407
linkedin,0.0008048937540244687,0.0004332755632582322
raytheon,0.0003219575016097875,0.00014442518775274407
hires,0.0003219575016097875,0.00014442518775274407
s1908cpsc3720,0.0003219575016097875,0.00014442518775274407
interviews,0.0003219575016097875,0.00014442518775274407
mother,0.0003219575016097875,0.00014442518775274407
celebration,0.0003219575016097875,0.00028885037550548814
memories,0.0003219575016097875,0.00014442518775274407
resolution,0.0003219575016097875,0.00014442518775274407
keep,0.0003219575016097875,0.0004332755632582322
saving,0.0003219575016097875,0.00028885037550548814
putnam,0.0003219575016097875,0.00014442518775274407
results,0.0004829362524146813,0.00014442518775274407
pixel,0.0003219575016097875,0.00014442518775274407
most,0.0003219575016097875,0.0012998266897746968
onboarding,0.0003219575016097875,0.00014442518775274407
finish,0.0003219575016097875,0.00028885037550548814
appointments,0.0003219575016097875,0.00014442518775274407
ban,0.0003219575016097875,0.00028885037550548814
presidential,0.0003219575016097875,0.00014442518775274407
proclamation,0.0003219575016097875,0.00014442518775274407
academic,0.000643915003219575,0.00014442518775274407
william,0.0003219575016097875,0.00014442518775274407
companytablespdf,0.0003219575016097875,0.00014442518775274407
20th,0.0003219575016097875,0.00014442518775274407
volunteers,0.0003219575016097875,0.00014442518775274407
judging,0.0003219575016097875,0.00014442518775274407
am,0.0003219575016097875,0.0005777007510109763
helena,0.0003219575016097875,0.00014442518775274407
charge,0.0003219575016097875,0.00014442518775274407
doshi,0.0003219575016097875,0.00014442518775274407
26,0.0003219575016097875,0.00028885037550548814
fairness,0.0003219575016097875,0.00014442518775274407
tulsee,0.0003219575016097875,0.00014442518775274407
40,0.0003219575016097875,0.0010109763142692085
airbnb,0.0003219575016097875,0.00028885037550548814
7,0.0003219575016097875,0.0010109763142692085
