Vocabulary,P(not Spam),P(Spam)
electric,0.0004829362524146813,0.00014442518775274407
sessions,0.0008048937540244687,0.00014442518775274407
tonight,0.0009658725048293626,0.0008665511265164644
interest,0.0016097875080489374,0.00028885037550548814
meetingsoftware,0.0003219575016097875,0.00014442518775274407
amazing,0.0003219575016097875,0.0005777007510109763
personal,0.0004829362524146813,0.0008665511265164644
environment,0.0003219575016097875,0.00014442518775274407
ai,0.00128783000643915,0.00028885037550548814
take,0.000643915003219575,0.0008665511265164644
level,0.0004829362524146813,0.0004332755632582322
s25000,0.0003219575016097875,0.00014442518775274407
hpc,0.0003219575016097875,0.00014442518775274407
loan,0.0009658725048293626,0.0008665511265164644
spirit,0.0004829362524146813,0.00028885037550548814
blitz,0.0004829362524146813,0.00028885037550548814
here,0.0008048937540244687,0.002021952628538417
mae,0.0003219575016097875,0.00014442518775274407
huge,0.0003219575016097875,0.0005777007510109763
salle,0.0003219575016097875,0.00014442518775274407
broad,0.0003219575016097875,0.00014442518775274407
graduate,0.0014488087572440437,0.00014442518775274407
approaching,0.0009658725048293626,0.00014442518775274407
statement,0.002736638763683194,0.00028885037550548814
mobile,0.00128783000643915,0.0005777007510109763
duty,0.0003219575016097875,0.00014442518775274407
landed,0.0003219575016097875,0.00014442518775274407
confirmed,0.000643915003219575,0.00028885037550548814
google,0.0014488087572440437,0.00014442518775274407
linked,0.000643915003219575,0.00014442518775274407
salekâ,0.0003219575016097875,0.00014442518775274407
âm,0.0003219575016097875,0.00014442518775274407
mentions,0.0003219575016097875,0.00014442518775274407
possibilities,0.0003219575016097875,0.00014442518775274407
powerful,0.0003219575016097875,0.0004332755632582322
bose,0.0003219575016097875,0.00014442518775274407
speaker,0.0003219575016097875,0.00014442518775274407
portable,0.0003219575016097875,0.00014442518775274407
number,0.0004829362524146813,0.00014442518775274407
added,0.00128783000643915,0.00028885037550548814
great,0.000643915003219575,0.0007221259387637204
wishes,0.0003219575016097875,0.00014442518775274407
cube,0.0003219575016097875,0.00014442518775274407
rubik,0.0003219575016097875,0.00014442518775274407
articles,0.0003219575016097875,0.00014442518775274407
advance,0.0003219575016097875,0.00028885037550548814
res,0.0003219575016097875,0.00014442518775274407
19,0.0004829362524146813,0.0004332755632582322
genome,0.0003219575016097875,0.00014442518775274407
human,0.000643915003219575,0.00028885037550548814
resources,0.0004829362524146813,0.00028885037550548814
espn,0.000643915003219575,0.00014442518775274407
passcode,0.0004829362524146813,0.00014442518775274407
cup,0.0003219575016097875,0.00028885037550548814
register,0.0011268512556342563,0.00028885037550548814
shape,0.0003219575016097875,0.00014442518775274407
imagine,0.0003219575016097875,0.00014442518775274407
technology,0.0004829362524146813,0.00028885037550548814
world,0.0008048937540244687,0.0007221259387637204
our,0.0014488087572440437,0.0033217793183131137
tiger,0.00128783000643915,0.0005777007510109763
story,0.0003219575016097875,0.00028885037550548814
event,0.0004829362524146813,0.0010109763142692085
hadoop,0.0003219575016097875,0.00014442518775274407
needed,0.0004829362524146813,0.00014442518775274407
admins,0.0003219575016097875,0.00014442518775274407
3m,0.0003219575016097875,0.00014442518775274407
slack,0.0003219575016097875,0.00014442518775274407
sign,0.0008048937540244687,0.0004332755632582322
primary,0.0008048937540244687,0.00014442518775274407
election,0.0008048937540244687,0.00014442518775274407
vote,0.0008048937540244687,0.00028885037550548814
cusg,0.0008048937540244687,0.00014442518775274407
ftp,0.0003219575016097875,0.00014442518775274407
file,0.0004829362524146813,0.00014442518775274407
discuss,0.0003219575016097875,0.00014442518775274407
projects,0.0003219575016097875,0.00014442518775274407
research,0.0014488087572440437,0.0007221259387637204
initiatives,0.0003219575016097875,0.00014442518775274407
3mt,0.0003219575016097875,0.00014442518775274407
what,0.0019317450096587251,0.0017331022530329288
know,0.0003219575016097875,0.0007221259387637204
singapore,0.0003219575016097875,0.00014442518775274407
seniors,0.0004829362524146813,0.00014442518775274407
graduating,0.0008048937540244687,0.00014442518775274407
borneograduate,0.0003219575016097875,0.00014442518775274407
korea,0.0003219575016097875,0.00014442518775274407
senate,0.0003219575016097875,0.00014442518775274407
meeting50492,0.0003219575016097875,0.00014442518775274407
government,0.0003219575016097875,0.00014442518775274407
holidays,0.0003219575016097875,0.00014442518775274407
air,0.0004829362524146813,0.00028885037550548814
cse,0.0003219575016097875,0.00014442518775274407
wide,0.0003219575016097875,0.00014442518775274407
engineering,0.0008048937540244687,0.00014442518775274407
opportunity,0.002736638763683194,0.0014442518775274408
civil,0.0003219575016097875,0.00014442518775274407
edt,0.0003219575016097875,0.0004332755632582322
fri,0.0003219575016097875,0.00014442518775274407
11am,0.0003219575016097875,0.00014442518775274407
talk,0.0011268512556342563,0.0004332755632582322
12pm,0.0003219575016097875,0.00028885037550548814
invitation,0.0016097875080489374,0.0007221259387637204
4,0.000643915003219575,0.0017331022530329288
shared,0.000643915003219575,0.00014442518775274407
gmailcom,0.0003219575016097875,0.00014442518775274407
machine,0.0011268512556342563,0.00014442518775274407
by,0.0014488087572440437,0.002310803004043905
olajeppsson,0.0003219575016097875,0.00014442518775274407
reality,0.0003219575016097875,0.00014442518775274407
virtual,0.0003219575016097875,0.00028885037550548814
rides,0.0003219575016097875,0.00014442518775274407
response,0.0004829362524146813,0.00028885037550548814
laboratoryimmediate,0.0003219575016097875,0.00014442518775274407
argonne,0.0003219575016097875,0.00014442518775274407
national,0.0004829362524146813,0.00014442518775274407
byrd,0.0004829362524146813,0.00014442518775274407
james,0.0004829362524146813,0.00014442518775274407
obituary,0.0004829362524146813,0.00014442518775274407
announcements,0.0009658725048293626,0.0004332755632582322
notifications,0.0011268512556342563,0.00014442518775274407
asset,0.0008048937540244687,0.00014442518775274407
tips,0.0011268512556342563,0.0007221259387637204
safety,0.0008048937540244687,0.00014442518775274407
remembered,0.0004829362524146813,0.00014442518775274407
vanguard,0.0003219575016097875,0.00014442518775274407
sponsorship,0.0003219575016097875,0.00014442518775274407
updated,0.0011268512556342563,0.0004332755632582322
id,0.0004829362524146813,0.00028885037550548814
fund,0.0004829362524146813,0.00014442518775274407
initiative,0.0004829362524146813,0.00014442518775274407
homecoming,0.0004829362524146813,0.00028885037550548814
sustainability,0.0004829362524146813,0.00014442518775274407
banking,0.0004829362524146813,0.00014442518775274407
548,0.0003219575016097875,0.00014442518775274407
deadlines,0.0004829362524146813,0.0004332755632582322
science,0.0024146812620734065,0.0004332755632582322
fellowships,0.0004829362524146813,0.00014442518775274407
grants,0.0004829362524146813,0.00014442518775274407
humanities,0.0003219575016097875,0.00014442518775274407
internshipjob,0.0003219575016097875,0.0008665511265164644
engage,0.0004829362524146813,0.00014442518775274407
left,0.0003219575016097875,0.0008665511265164644
resume,0.0008048937540244687,0.0004332755632582322
internship,0.000643915003219575,0.00028885037550548814
youtube,0.0003219575016097875,0.00014442518775274407
spamham,0.0004829362524146813,0.00014442518775274407
collection,0.0004829362524146813,0.00014442518775274407
20296,0.0009658725048293626,0.00014442518775274407
s2001cpsc6820,0.0009658725048293626,0.00014442518775274407
created,0.0008048937540244687,0.00014442518775274407
hands,0.0011268512556342563,0.00014442518775274407
gtg,0.0008048937540244687,0.00014442518775274407
season,0.0004829362524146813,0.00028885037550548814
9,0.0008048937540244687,0.00028885037550548814
enroll,0.0003219575016097875,0.00028885037550548814
chance,0.000643915003219575,0.002021952628538417
dec,0.0004829362524146813,0.00014442518775274407
last,0.0008048937540244687,0.0034662045060658577
scheduled,0.00128783000643915,0.00014442518775274407
materials,0.0003219575016097875,0.00014442518775274407
studentfacilitated,0.0003219575016097875,0.00014442518775274407
8200,0.0003219575016097875,0.00014442518775274407
esed,0.0003219575016097875,0.00014442518775274407
hw,0.0008048937540244687,0.00014442518775274407
controls,0.0003219575016097875,0.00014442518775274407
cyber,0.0009658725048293626,0.00028885037550548814
form,0.0004829362524146813,0.0005777007510109763
may,0.0011268512556342563,0.0004332755632582322
cswan,0.0003219575016097875,0.00014442518775274407
commissionees,0.0003219575016097875,0.00014442518775274407
53,0.0003219575016097875,0.00014442518775274407
all,0.0009658725048293626,0.002021952628538417
paper,0.0003219575016097875,0.0007221259387637204
useful,0.0003219575016097875,0.00014442518775274407
gala,0.0003219575016097875,0.00014442518775274407
show,0.0003219575016097875,0.0004332755632582322
going,0.0003219575016097875,0.0010109763142692085
cute,0.0003219575016097875,0.00014442518775274407
face,0.0003219575016097875,0.0004332755632582322
infosession,0.0003219575016097875,0.00014442518775274407
automotive,0.0003219575016097875,0.00014442518775274407
house,0.0004829362524146813,0.00028885037550548814
tee,0.0003219575016097875,0.00028885037550548814
x,0.0004829362524146813,0.00014442518775274407
tree,0.0003219575016097875,0.00014442518775274407
nike,0.000643915003219575,0.0004332755632582322
camo,0.0003219575016097875,0.00014442518775274407
real,0.0004829362524146813,0.00028885037550548814
attend,0.0003219575016097875,0.0004332755632582322
tuesday,0.000643915003219575,0.0005777007510109763
unable,0.0003219575016097875,0.00014442518775274407
mornings,0.0003219575016097875,0.00014442518775274407
better,0.0003219575016097875,0.0010109763142692085
make,0.0004829362524146813,0.0011554015020219526
weâre,0.0003219575016097875,0.00014442518775274407
taste,0.0003219575016097875,0.00014442518775274407
ð,0.0003219575016097875,0.00014442518775274407
fallen,0.0003219575016097875,0.00014442518775274407
vaping,0.0003219575016097875,0.00014442518775274407
fell,0.0003219575016097875,0.00014442518775274407
stock,0.0003219575016097875,0.0004332755632582322
candidate,0.000643915003219575,0.00014442518775274407
retirement,0.0003219575016097875,0.00014442518775274407
right,0.0004829362524146813,0.00014442518775274407
advisor,0.0003219575016097875,0.00014442518775274407
podcast,0.0004829362524146813,0.00014442518775274407
link,0.000643915003219575,0.00014442518775274407
electrical,0.0004829362524146813,0.00014442518775274407
amazon,0.0008048937540244687,0.0010109763142692085
web,0.0008048937540244687,0.0005777007510109763
billing,0.0003219575016097875,0.00014442518775274407
ghr83242,0.0003219575016097875,0.00014442518775274407
using,0.0003219575016097875,0.00014442518775274407
treebased,0.0003219575016097875,0.00014442518775274407
inferring,0.0003219575016097875,0.00014442518775274407
networks,0.0003219575016097875,0.00028885037550548814
regulatory,0.0003219575016097875,0.00014442518775274407
methods,0.0003219575016097875,0.00014442518775274407
expression,0.0003219575016097875,0.00014442518775274407
interns,0.0003219575016097875,0.00014442518775274407
phd,0.0019317450096587251,0.00028885037550548814
received,0.00128783000643915,0.0005777007510109763
who,0.0004829362524146813,0.00028885037550548814
en,0.0004829362524146813,0.00014442518775274407
route,0.0004829362524146813,0.00014442518775274407
ms,0.0011268512556342563,0.00014442518775274407
uniform,0.0003219575016097875,0.00014442518775274407
circle,0.0003219575016097875,0.00014442518775274407
sampled,0.0003219575016097875,0.00014442518775274407
schedule,0.0014488087572440437,0.00014442518775274407
peerwise,0.0003219575016097875,0.00014442518775274407
makeover,0.0003219575016097875,0.00014442518775274407
everythingapp,0.0003219575016097875,0.00014442518775274407
uber,0.0008048937540244687,0.00014442518775274407
loop,0.0003219575016097875,0.00014442518775274407
lab,0.0008048937540244687,0.00014442518775274407
issues,0.0004829362524146813,0.00014442518775274407
flag,0.0003219575016097875,0.00014442518775274407
practice,0.000643915003219575,0.00014442518775274407
mrholidaywala,0.0003219575016097875,0.00028885037550548814
pharmaceuticals,0.0003219575016097875,0.00014442518775274407
opening,0.0004829362524146813,0.00028885037550548814
vertex,0.0003219575016097875,0.00014442518775274407
operations,0.0003219575016097875,0.00014442518775274407
general,0.0003219575016097875,0.00014442518775274407
assessment,0.0003219575016097875,0.00028885037550548814
coding,0.0004829362524146813,0.0008665511265164644
result,0.0003219575016097875,0.00014442518775274407
certified,0.000643915003219575,0.00028885037550548814
onetime,0.0003219575016097875,0.00014442518775274407
canceled,0.0003219575016097875,0.00014442518775274407
evening,0.00128783000643915,0.00014442518775274407
trip,0.0014488087572440437,0.0004332755632582322
happening,0.00128783000643915,0.0004332755632582322
patty,0.0003219575016097875,0.00014442518775274407
part,0.0003219575016097875,0.0004332755632582322
block,0.0003219575016097875,0.00014442518775274407
corner,0.0003219575016097875,0.00014442518775274407
around,0.0003219575016097875,0.00014442518775274407
yale,0.0003219575016097875,0.00014442518775274407
endowment,0.0003219575016097875,0.00014442518775274407
performance,0.0003219575016097875,0.00028885037550548814
excellent,0.0003219575016097875,0.00014442518775274407
allocator,0.0003219575016097875,0.00014442518775274407
hyd,0.0003219575016097875,0.00014442518775274407
